chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	posid
chr15	73922668	-	hg38	189	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOXL1-AS1	TRUE	-	FALSE	-0	PML	-72003	chr15-73922668
chr15	74724631	-	hg38	373	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CYP1A1	TRUE	-	FALSE	0	CYP1A1	0	chr15-74724631
chr15	74726949	-	hg38	236	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CYP1A1	FALSE	-	FALSE	-1338	CYP1A1	-1338	chr15-74726949
chr15	75045216	-	hg38	26	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PPCDC	TRUE	+	FALSE	-0	NEIL1	-301772	chr15-75045216
chr15	75175140	-	hg38	353	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	C15orf39	FALSE	+	FALSE	-26738	NEIL1	-171848	chr15-75175140
chr15	79967674	-	hg38	275	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	BCL2A1	TRUE	-	TRUE	0	BCL2A1	0	chr15-79967674
chr15	81040332	-	hg38	161	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TLNRD1	FALSE	+	FALSE	36327	IL16	-156544	chr15-81040332
chr15	90830421	-	hg38	428	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	BLM	FALSE	+	FALSE	14958	BLM	14958	chr15-90830421
chr15	90869696	-	hg38	70	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FURIN	TRUE	+	FALSE	0	FES	-14737	chr15-90869696
chr15	99250234	-	hg38	9	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TTC23	TRUE	-	FALSE	0	IGF1R	285703	chr15-99250234
chr15	34334190	+	hg38	1454	p404	404	GTSP3603	PBMC	M24	4	0.17761989342806395	SLC12A6	TRUE	-	FALSE	0	NUTM1	-9123	chr15+34334190
chr15	39782332	+	hg38	209	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FSIP1	TRUE	-	FALSE	0	THBS1	183413	chr15+39782332
chr15	40306976	+	hg38	314	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	PLCB2	TRUE	-	FALSE	0	PLCB2	0	chr15+40306976
chr15	40845226	+	hg38	160	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SPINT1	TRUE	+	FALSE	0	SPINT1	0	chr15+40845226
chr15	49437731	+	hg38	31	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FAM227B,FGF7	TRUE	-,+	FALSE	-0	FGF7	0	chr15+49437731
chr15	53555057	+	hg38	7	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	WDR72	TRUE	-	FALSE	-0	MAPK6	1488791	chr15+53555057
chr15	54517913	+	hg38	241	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	UNC13C	TRUE	+	FALSE	-0	C15orf65	-890610	chr15+54517913
chr15	61170534	+	hg38	236	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RORA	TRUE	-	FALSE	0	GCNT3	1550522	chr15+61170534
chr15	65832823	+	hg38	126	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RAB11A	FALSE	+	FALSE	-36634	MAP2K1	-554048	chr15+65832823
chr15	65835333	+	hg38	413	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RAB11A	FALSE	+	FALSE	-34124	MAP2K1	-551538	chr15+65835333
chr15	66410855	+	hg38	73	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MAP2K1	TRUE	+	FALSE	0	MAP2K1	0	chr15+66410855
chr15	66614864	+	hg38	183	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01169	TRUE	+	FALSE	0	MAP2K1	123319	chr15+66614864
chr15	70141556	+	hg38	5	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TLE3	FALSE	-	FALSE	-43638	ANP32A	-1320633	chr15+70141556
chr15	74843968	+	hg38	122	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SCAMP2	TRUE	-	TRUE	-0	CYP1A1	-118357	chr15+74843968
chr15	75060132	+	hg38	24	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PPCDC	FALSE	+	FALSE	9405	NEIL1	-286856	chr15+75060132
chr15	75110360	+	hg38	94	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PPCDC	FALSE	+	FALSE	59633	NEIL1	-236628	chr15+75110360
chr15	75759369	+	hg38	264	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MIR4313	FALSE	-	FALSE	2844	CSPG4	-46520	chr15+75759369
chr15	78437881	+	hg38	36	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IREB2	TRUE	+	FALSE	0	CHRNB4	186228	chr15+78437881
chr15	90035780	+	hg38	377	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZNF710	TRUE	+	FALSE	0	IDH2	48196	chr15+90035780
chr15	90064848	+	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZNF710	TRUE	+	FALSE	-0	IDH2	19128	chr15+90064848
chr15	90933969	+	hg38	131	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	UNC45A	TRUE	+	FALSE	0	FES	38192	chr15+90933969
chr15	97995416	+	hg38	134	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC02251	FALSE	+	FALSE	-7620	IGF1R	-653121	chr15+97995416
chr15	98734365	+	hg38	120	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IGF1R	TRUE	+	FALSE	0	IGF1R	0	chr15+98734365
chr16	10879152	-	hg38	297	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	CIITA	TRUE	+	FALSE	0	CIITA	0	chr16-10879152
chr16	12008153	-	hg38	112	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SNX29	TRUE	+	FALSE	0	SNX29	0	chr16-12008153
chr16	12409315	-	hg38	419	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SNX29	TRUE	+	FALSE	-0	SNX29	-0	chr16-12409315
chr16	14072062	-	hg38	47	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MKL2	TRUE	+	FALSE	0	ERCC4	119713	chr16-14072062
chr16	1534182	-	hg38	10	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IFT140,TMEM204	TRUE	-,+	TRUE	-0	NME3	236136	chr16-1534182
chr16	15998877	-	hg38	158	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ABCC1	TRUE	+	FALSE	0	ABCC1	0	chr16-15998877
chr16	16062032	-	hg38	37	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ABCC1	TRUE	+	FALSE	-0	ABCC1	-0	chr16-16062032
chr16	16992323	-	hg38	97	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	XYLT1	FALSE	-	FALSE	109999	ABCC1	849248	chr16-16992323
chr16	17376602	-	hg38	241	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	XYLT1	TRUE	-	FALSE	0	ABCC1	1233527	chr16-17376602
chr16	23884132	-	hg38	179	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRKCB	TRUE	+	FALSE	0	PLK1	193764	chr16-23884132
chr16	23968233	-	hg38	3	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRKCB	TRUE	+	FALSE	0	PLK1	277865	chr16-23968233
chr16	25019275	-	hg38	199	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ARHGAP17	FALSE	-	FALSE	-3896	RBBP6	446411	chr16-25019275
chr16	2777485	-	hg38	4	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ELOB	FALSE	-	FALSE	-188	CCNF	318626	chr16-2777485
chr16	30066029	-	hg38	37	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ALDOA	TRUE	+	FALSE	-0	MAPK3	48074	chr16-30066029
chr16	3074648	-	hg38	80	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IL32	FALSE	+	FALSE	4828	TRAP1	583387	chr16-3074648
chr16	31111320	-	hg38	48	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	BCKDK	TRUE	+	TRUE	-0	ZNF668	-36999	chr16-31111320
chr16	31128658	-	hg38	24	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	KAT8	TRUE	+	FALSE	-0	FUS	-51450	chr16-31128658
chr16	31129365	-	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	KAT8	TRUE	+	FALSE	-0	FUS	-50743	chr16-31129365
chr16	31141593	-	hg38	95	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRSS36	TRUE	-	TRUE	-0	FUS	-38515	chr16-31141593
chr16	4327154	-	hg38	202	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GLIS2,GLIS2-AS1	TRUE	+,-	FALSE	-0	TFAP4	-54153	chr16-4327154
chr16	4666943	-	hg38	448	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MGRN1	TRUE	+	FALSE	-0	TFAP4	-393942	chr16-4666943
chr16	50267390	-	hg38	132	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ADCY7	TRUE	+	FALSE	0	ZNF423	-409470	chr16-50267390
chr16	53209235	-	hg38	109	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CHD9	TRUE	+	FALSE	-0	CHD9	-0	chr16-53209235
chr16	54373474	-	hg38	40	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC02140	FALSE	-	FALSE	-2774	RBL2	881825	chr16-54373474
chr16	57637418	-	hg38	24	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ADGRG1	TRUE	+	FALSE	0	CFAP20	476168	chr16-57637418
chr16	6864267	-	hg38	602	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RBFOX1	TRUE	+	FALSE	0	USP7	2027825	chr16-6864267
chr16	75043630	-	hg38	61	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZNRF1	TRUE	+	FALSE	0	ZFHX3	-1984994	chr16-75043630
chr16	75422250	-	hg38	11	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CFDP1	TRUE	-	FALSE	0	ADAMTS18	1859876	chr16-75422250
chr16	78098837	-	hg38	66	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	WWOX	FALSE	+	FALSE	-574	WWOX	-574	chr16-78098837
chr16	81822628	-	hg38	12	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PLCG2	TRUE	+	FALSE	0	CDH13	-804164	chr16-81822628
chr16	82192026	-	hg38	123	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MPHOSPH6	FALSE	-	FALSE	-21801	CDH13	-434766	chr16-82192026
chr16	87384318	-	hg38	14	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	FBXO31	TRUE	-	FALSE	0	FBXO31	0	chr16-87384318
chr16	8757674	-	hg38	249	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	ABAT	TRUE	+	FALSE	-0	USP7	134418	chr16-8757674
chr16	10386784	+	hg38	90	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	ATF7IP2	TRUE	+	FALSE	0	CIITA	-490412	chr16+10386784
chr16	10880847	+	hg38	138	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CIITA	TRUE	+	FALSE	0	CIITA	0	chr16+10880847
chr16	1548016	+	hg38	52	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	IFT140,TMEM204	TRUE	-,+	FALSE	-0	NME3	222302	chr16+1548016
chr16	15589301	+	hg38	329	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	C16orf45	FALSE	+	FALSE	1041	MYH11	113832	chr16+15589301
chr16	17378187	+	hg38	278	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	XYLT1	TRUE	-	FALSE	0	ABCC1	1235112	chr16+17378187
chr16	19556883	+	hg38	132	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	VPS35L	TRUE	+	FALSE	0	UQCRC2	-2396179	chr16+19556883
chr16	20902734	+	hg38	32	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	LYRM1	TRUE	+	FALSE	0	UQCRC2	-1050328	chr16+20902734
chr16	22188978	+	hg38	44	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	EEF2K	FALSE	+	FALSE	-17291	UQCRC2	205317	chr16+22188978
chr16	24014670	+	hg38	365	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRKCB	TRUE	+	FALSE	0	PLK1	324302	chr16+24014670
chr16	27235932	+	hg38	77	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NSMCE1	TRUE	-	FALSE	-0	KDM8	14163	chr16+27235932
chr16	27236531	+	hg38	51	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NSMCE1	TRUE	-	FALSE	-0	KDM8	14762	chr16+27236531
chr16	27325725	+	hg38	130	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	IL4R	TRUE	+	FALSE	0	IL4R	0	chr16+27325725
chr16	29746648	+	hg38	154	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	C16orf54	FALSE	-	FALSE	-628	MVP	-73744	chr16+29746648
chr16	30457571	+	hg38	71	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SEPHS2	FALSE	-	FALSE	-11595	CORO1A	268494	chr16+30457571
chr16	31458955	+	hg38	339	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ARMC5	TRUE	+	TRUE	0	ITGAX	75957	chr16+31458955
chr16	3499777	+	hg38	83	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CLUAP1	FALSE	+	FALSE	-1152	TRAP1	158258	chr16+3499777
chr16	4615258	+	hg38	63	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	UBALD1	FALSE	-	FALSE	-331	TFAP4	-342257	chr16+4615258
chr16	49531552	+	hg38	29	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZNF423	TRUE	-	FALSE	-0	ZNF423	-0	chr16+49531552
chr16	50280305	+	hg38	623	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	ADCY7	TRUE	+	FALSE	0	ZNF423	-422385	chr16+50280305
chr16	57695652	+	hg38	165	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	DRC7	TRUE	+	FALSE	0	CFAP20	417934	chr16+57695652
chr16	668754	+	hg38	58	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RHOT2	TRUE	+	FALSE	0	LMF1	184878	chr16+668754
chr16	68333880	+	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	PRMT7	TRUE	+	FALSE	0	NFATC3	104620	chr16+68333880
chr16	70419353	+	hg38	29	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	ST3GAL2	TRUE	-	FALSE	0	VAC14	268084	chr16+70419353
chr16	72847869	+	hg38	238	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ZFHX3	TRUE	-	FALSE	-0	ZFHX3	-0	chr16+72847869
chr16	75108107	+	hg38	2	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	ZNRF1	TRUE	+	TRUE	-0	ZFHX3	-2049471	chr16+75108107
chr16	81738661	+	hg38	212	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CMIP	FALSE	+	FALSE	26898	CDH13	-888131	chr16+81738661
chr16	85567873	+	hg38	152	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GSE1	FALSE	+	FALSE	-43548	GSE1	-43548	chr16+85567873
chr16	87964874	+	hg38	249	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	BANP	TRUE	+	FALSE	0	FBXO31	-572766	chr16+87964874
chr17	14425862	-	hg38	152	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	HS3ST3B1	FALSE	+	FALSE	76457	ELAC2	-1407797	chr17-14425862
chr17	21042734	-	hg38	631	p404	404	GTSP3603	PBMC	M24	4	0.17761989342806395	USP22	TRUE	-	TRUE	0	SPECC1	727974	chr17-21042734
chr17	29728474	-	hg38	127	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SSH2	TRUE	-	FALSE	-0	TRAF4	977515	chr17-29728474
chr17	31290757	-	hg38	55	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NF1	TRUE	+	FALSE	-0	NF1	-0	chr17-31290757
chr17	32127271	-	hg38	115	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC105371730	FALSE	-	FALSE	13953	SUZ12	126225	chr17-32127271
chr17	35434002	-	hg38	274	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SLFN12	FALSE	-	FALSE	-825	NLE1	-291686	chr17-35434002
chr17	35541483	-	hg38	567	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SLFN14	FALSE	-	FALSE	6640	TAF15	-267970	chr17-35541483
chr17	36195066	-	hg38	158	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	CCL3L3	TRUE	-	TRUE	-0	TAF15	347823	chr17-36195066
chr17	36600733	-	hg38	309	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DHRS11	TRUE	+	TRUE	-0	AATF	-348140	chr17-36600733
chr17	42287684	-	hg38	16	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	STAT5A	TRUE	+	FALSE	0	STAT5A	0	chr17-42287684
chr17	43173476	-	hg38	496	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NBR1	TRUE	+	FALSE	0	NBR1	0	chr17-43173476
chr17	43360253	-	hg38	30	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC00910	FALSE	-	FALSE	9590	NBR1	148563	chr17-43360253
chr17	43778802	-	hg38	530	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	DUSP3	TRUE	-	TRUE	0	PYY	173929	chr17-43778802
chr17	47651476	-	hg38	15	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	KPNB1	TRUE	+	FALSE	0	TBX21	-81766	chr17-47651476
chr17	47895026	-	hg38	97	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC102724532	TRUE	-	FALSE	0	TBX21	148906	chr17-47895026
chr17	57899397	-	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CUEDC1	TRUE	-	FALSE	-0	CUEDC1	-0	chr17-57899397
chr17	63983956	-	hg38	700	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	SCN4A	FALSE	-	FALSE	-11037	CD79B	-51601	chr17-63983956
chr17	64449833	-	hg38	37	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MILR1	TRUE	+	FALSE	0	DDX5	48419	chr17-64449833
chr17	68252690	-	hg38	422	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	AMZ2	TRUE	+	FALSE	-0	PRKAR1A	-160931	chr17-68252690
chr17	69227541	-	hg38	24	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ABCA10	TRUE	-	FALSE	0	PRKAR1A	676224	chr17-69227541
chr17	76253966	-	hg38	259	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	UBALD2	FALSE	+	FALSE	-11237	RNF157	-13654	chr17-76253966
chr17	77086952	-	hg38	14	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SNHG20,SEC14L1	FALSE	+,+	FALSE	1689	SEPT9	-194456	chr17-77086952
chr17	77392509	-	hg38	18	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SEPT9	TRUE	+	FALSE	-0	SEPT9	-0	chr17-77392509
chr17	77393402	-	hg38	573	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	SEPT9	TRUE	+	FALSE	-0	SEPT9	-0	chr17-77393402
chr17	77445763	-	hg38	338	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	SEPT9	TRUE	+	FALSE	-0	SEPT9	-0	chr17-77445763
chr17	77610968	-	hg38	26	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC100507351	FALSE	+	FALSE	45943	SEPT9	110371	chr17-77610968
chr17	78012787	-	hg38	519	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TNRC6C	TRUE	+	FALSE	0	TK1	161290	chr17-78012787
chr17	78262162	-	hg38	314	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LINC01993	TRUE	-	FALSE	-0	TK1	-74957	chr17-78262162
chr17	80780609	-	hg38	88	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RPTOR	TRUE	+	FALSE	-0	RNF213	381822	chr17-80780609
chr17	80782278	-	hg38	69	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RPTOR	TRUE	+	FALSE	-0	RNF213	383491	chr17-80782278
chr17	80784003	-	hg38	27	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	RPTOR	TRUE	+	FALSE	-0	RNF213	385216	chr17-80784003
chr17	81410498	-	hg38	40	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	BAHCC1	TRUE	+	FALSE	0	MAFG	507769	chr17-81410498
chr17	82450273	-	hg38	13	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CYBC1	TRUE	-	FALSE	0	SLC16A3	210773	chr17-82450273
chr17	8873463	-	hg38	130	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	PIK3R5	FALSE	-	FALSE	5451	PIK3R5	5451	chr17-8873463
chr17	9204182	-	hg38	68	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NTN1	TRUE	+	FALSE	-0	PIK3R5	-238469	chr17-9204182
chr17	9349627	-	hg38	252	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	STX8	TRUE	-	FALSE	-0	PIK3R5	-383914	chr17-9349627
chr17	10115801	+	hg38	245	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GAS7	TRUE	-	FALSE	0	GAS7	0	chr17+10115801
chr17	10120785	+	hg38	73	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GAS7	TRUE	-	FALSE	0	GAS7	0	chr17+10120785
chr17	17399166	+	hg38	45	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NT5M	FALSE	+	FALSE	51502	FLCN	-161974	chr17+17399166
chr17	2789120	+	hg38	261	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	RAP1GAP2	TRUE	+	FALSE	0	SMG6	-485344	chr17+2789120
chr17	29590047	+	hg38	103	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GIT1	FALSE	-	FALSE	-454	TRAF4	839088	chr17+29590047
chr17	31309986	+	hg38	64	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NF1,EVI2B	TRUE	+,-	FALSE	0	NF1	-0	chr17+31309986
chr17	31320663	+	hg38	41	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	NF1,EVI2A	TRUE	+,-	FALSE	0	NF1	-0	chr17+31320663
chr17	32141944	+	hg38	96	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC105371730	TRUE	-	TRUE	-0	SUZ12	140898	chr17+32141944
chr17	33963653	+	hg38	6	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ASIC2	TRUE	-	FALSE	0	CCL7	-306561	chr17+33963653
chr17	38704321	+	hg38	226	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MLLT6	FALSE	+	FALSE	-1297	MLLT6	-1297	chr17+38704321
chr17	40108000	+	hg38	454	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	NR1D1	FALSE	-	FALSE	-7274	THRA	14132	chr17+40108000
chr17	40112944	+	hg38	420	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MSL1	FALSE	+	FALSE	-9591	THRA	19076	chr17+40112944
chr17	40481289	+	hg38	770	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TNS4	TRUE	-	FALSE	-0	TOP2A	-63338	chr17+40481289
chr17	42319741	+	hg38	176	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	STAT3	TRUE	-	FALSE	-0	STAT3	-0	chr17+42319741
chr17	4434273	+	hg38	592	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	SPNS3	TRUE	+	FALSE	0	MYBBP1A	104621	chr17+4434273
chr17	44396648	+	hg38	99	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	GPATCH8	TRUE	-	TRUE	-0	GRN	43541	chr17+44396648
chr17	45585836	+	hg38	199	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	MAPK8IP1P2	FALSE	-	FALSE	14263	HEXIM1	433734	chr17+45585836
chr17	48295272	+	hg38	383	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	SKAP1,THRA1/BTR	TRUE	-,+	FALSE	0	HOXB8	317072	chr17+48295272
chr17	48547664	+	hg38	706	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	HOXB-AS1	TRUE	+	FALSE	0	HOXB8	64680	chr17+48547664
chr17	55090610	+	hg38	64	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	STXBP4	TRUE	+	FALSE	-0	HLF	-174348	chr17+55090610
chr17	56440681	+	hg38	56	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ANKFN1	TRUE	+	FALSE	-0	DGKE	-393416	chr17+56440681
chr17	56914757	+	hg38	2	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TRIM25	FALSE	-	FALSE	-708	DGKE	46081	chr17+56914757
chr17	57369066	+	hg38	1486	p404	404	GTSP3603	PBMC	M24	5	0.2220248667850799	MSI2	TRUE	+	FALSE	0	MSI2	0	chr17+57369066
chr17	57405857	+	hg38	596	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MSI2	TRUE	+	FALSE	0	MSI2	0	chr17+57405857
chr17	57893524	+	hg38	7	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CUEDC1	TRUE	-	FALSE	-0	CUEDC1	-0	chr17+57893524
chr17	58333871	+	hg38	241	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	TSPOAP1-AS1	TRUE	+	FALSE	0	MIR142	-2552	chr17+58333871
chr17	59755541	+	hg38	702	p404	404	GTSP3603	PBMC	M24	2	0.08880994671403197	VMP1	TRUE	+	FALSE	0	CLTC	58584	chr17+59755541
chr17	62652253	+	hg38	30	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	MRC2	TRUE	+	FALSE	0	BRIP1	-788693	chr17+62652253
chr17	63448153	+	hg38	368	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CYB561	FALSE	-	FALSE	-1791	CD79B	480581	chr17+63448153
chr17	64016217	+	hg38	122	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	ICAM2	TRUE	-	FALSE	0	CD79B	-83862	chr17+64016217
chr17	66945349	+	hg38	23	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	CACNG4	FALSE	+	FALSE	-19513	AXIN2	-1383726	chr17+66945349
chr17	66945429	+	hg38	198	p404	404	GTSP3603	PBMC	M24	3	0.13321492007104796	CACNG4	FALSE	+	FALSE	-19433	AXIN2	-1383806	chr17+66945429
chr17	67256606	+	hg38	28	p404	404	GTSP3603	PBMC	M24	1	0.04440497335701599	LOC101928021	TRUE	+	FALSE	-0	PRKAR1A	-1157015	chr17+67256606
